15
0;;1
1;;0
2;;0
3;;-1
4;;-1
5;;-1
6;;0
7;;1
8;;1
9;;-1
10;;-1
11;;1
12;;-1
13;;-1
14;;-1
15;;-1
16;;1
17;;-1
18;;0
19;;0
20;;0
21;;-1
22;;-1
23;;-1
24;;0
25;;1
26;;0
27;;1
28;;0
29;;-1
30;;1
31;;0
32;;0
33;;1
34;;1
35;;-1
36;;-1
37;;0
38;;-1
39;;0
40;;-1
41;;0
42;;0
43;;0
44;;1
45;;1
46;;1
47;;-1
48;;0
49;;1
50;;-1
51;;1
52;;0
53;;0
54;;0
55;;-1
56;;-1
57;;0
58;;-1
59;;-1
60;;0
61;;-1
62;;0
63;;0
64;;0
65;;0
66;;-1
67;;0
68;;1
69;;-1
70;;0
71;;0
72;;1
73;;-1
74;;-1
75;;-1
76;;1
77;;0
78;;0
79;;0
80;;-1
81;;-1
82;;0
83;;1
84;;-1
85;;0
86;;1
87;;1
88;;1
89;;0
90;;-1
91;;0
92;;1
93;;-1
94;;0
95;;0
96;;-1
97;;-1
98;;-1
99;;1
100;;-1
101;;-1
102;;1
103;;0
104;;-1
105;;-1
106;;-1
107;;0
108;;1
109;;0
110;;-1
111;;0
112;;1
113;;1
114;;0
115;;1
116;;0
117;;-1
118;;-1
119;;0
120;;0
121;;1
122;;0
123;;-1
124;;1
125;;-1
126;;-1
127;;-1
128;;-1
129;;0
130;;-1
131;;-1
132;;-1
133;;0
134;;0
135;;-1
136;;0
137;;-1
138;;-1
139;;-1
140;;0
141;;1
142;;0
143;;0
144;;0
145;;-1
146;;0
147;;0
148;;0
149;;0
150;;0
151;;0
152;;0
153;;-1
154;;1
155;;-1
156;;0
157;;0
158;;-1
159;;0
160;;0
161;;0
162;;-1
163;;1
164;;-1
165;;-1
166;;-1
167;;0
168;;-1
169;;1
170;;0
171;;-1
172;;-1
173;;-1
174;;0
175;;0
176;;-1
177;;0
178;;-1
179;;0
180;;-1
181;;0
182;;-1
183;;-1
184;;1
185;;-1
186;;0
187;;0
188;;0
189;;0
190;;0
191;;0
192;;-1
193;;1
194;;1
195;;-1
196;;0
197;;0
198;;0
199;;-1
200;;-1
201;;-1
202;;-1
203;;-1
204;;-1
205;;0
206;;0
207;;0
208;;-1
209;;0
210;;0
211;;-1
212;;-1
213;;1
214;;0
215;;-1
216;;0
217;;-1
218;;0
219;;-1
220;;1
221;;1
222;;-1
223;;-1
224;;-1
225;;0
226;;-1
227;;0
228;;-1
229;;1
230;;1
231;;-1
232;;-1
233;;1
234;;0
235;;0
236;;0
237;;0
238;;1
239;;0
240;;0
241;;-1
242;;-1
243;;-1
244;;-1
245;;0
246;;0
247;;0
248;;0
249;;1
250;;0
251;;1
252;;-1
253;;-1
254;;0
255;;1
256;;-1
257;;-1
258;;1
259;;1
260;;-1
261;;-1
262;;0
263;;-1
264;;1
265;;1
266;;-1
267;;-1
268;;1
269;;0
270;;-1
271;;1
272;;0
273;;-1
274;;1
275;;-1
276;;-1
277;;0
278;;-1
279;;0
280;;-1
281;;0
282;;1
283;;0
284;;-1
285;;0
286;;-1
287;;0
288;;-1
289;;-1
290;;-1
291;;-1
292;;0
293;;-1
294;;1
295;;-1
296;;0
297;;1
298;;0
299;;-1
300;;1
301;;-1
302;;-1
303;;0
304;;-1
305;;0
306;;-1
307;;1
308;;0
309;;0
310;;0
311;;-1
312;;0
313;;1
314;;-1
315;;1
316;;0
317;;-1
318;;1
319;;0
320;;0
321;;0
322;;0
323;;0
324;;1
325;;0
326;;0
327;;0
328;;0
329;;-1
330;;-1
331;;-1
332;;-1
333;;-1
334;;-1
335;;-1
336;;-1
337;;-1
338;;1
339;;0
340;;-1
341;;-1
342;;-1
343;;-1
344;;1
345;;0
346;;-1
347;;-1
348;;-1
349;;-1
350;;1
351;;1
352;;0
353;;1
354;;-1
355;;0
356;;-1
357;;0
358;;0
359;;1
360;;0
361;;0
362;;1
363;;-1
364;;0
365;;-1
366;;1
367;;-1
368;;-1
369;;0
370;;1
371;;1
372;;-1
373;;-1
374;;-1
375;;-1
376;;-1
377;;0
378;;-1
379;;0
380;;-1
381;;0
382;;0
383;;-1
384;;0
385;;1
386;;-1
387;;-1
388;;1
389;;0
390;;0
391;;-1
392;;1
393;;-1
394;;-1
395;;0
396;;1
397;;-1
398;;0
399;;0
400;;0
401;;1
402;;-1
403;;0
404;;0
405;;1
406;;1
407;;0
408;;-1
409;;0
410;;0
411;;-1
412;;1
413;;-1
414;;0
415;;-1
416;;-1
417;;1
418;;-1
419;;0
420;;1
421;;0
422;;-1
423;;-1
424;;0
425;;-1
426;;0
427;;-1
428;;-1
429;;0
430;;-1
431;;0
432;;1
433;;-1
434;;0
435;;-1
436;;-1
437;;0
438;;0
439;;1
440;;-1
441;;0
442;;0
443;;0
444;;0
445;;-1
446;;-1
447;;1
448;;0
449;;-1
450;;1
451;;-1
452;;0
453;;0
454;;0
455;;0
456;;1
457;;0
458;;-1
459;;0
460;;0
461;;1
462;;-1
463;;-1
464;;0
465;;-1
466;;0
467;;-1
468;;0
469;;0
470;;1
471;;-1
472;;0
473;;1
474;;1
475;;-1
476;;0
477;;-1
478;;-1
479;;-1
480;;0
481;;-1
482;;0
483;;0
484;;0
485;;-1
486;;1
487;;0
488;;0
489;;-1
490;;0
491;;0
492;;-1
493;;-1
494;;1
495;;-1
496;;0
497;;-1
498;;0
499;;1
500;;-1
501;;-1
502;;-1
503;;-1
504;;-1
505;;0
506;;-1
507;;-1
508;;1
509;;0
510;;0
511;;1
512;;-1
513;;0
514;;0
515;;1
516;;0
517;;0
518;;1
519;;0
520;;0
521;;0
522;;1
523;;-1
524;;-1
525;;-1
526;;1
527;;0
528;;-1
529;;0
530;;0
531;;1
532;;1
533;;-1
534;;0
535;;-1
536;;-1
537;;0
538;;0
539;;1
540;;1
541;;-1
542;;0
543;;-1
544;;-1
545;;-1
546;;1
547;;0
548;;0
549;;1
550;;-1
551;;1
552;;1
553;;-1
554;;1
555;;-1
556;;-1
557;;1
558;;0
559;;-1
560;;-1
561;;1
562;;-1
563;;0
564;;-1
565;;0
566;;-1
567;;0
568;;-1
569;;-1
570;;1
571;;-1
572;;0
573;;0
574;;0
575;;1
576;;-1
577;;-1
578;;-1
579;;-1
580;;1
581;;0
582;;0
583;;-1
584;;0
585;;1
586;;-1
587;;-1
588;;-1
589;;0
590;;1
591;;-1
592;;0
593;;0
594;;-1
595;;-1
596;;0
597;;-1
598;;-1
599;;0
600;;0
601;;0
602;;0
603;;-1
604;;0
605;;0
606;;0
607;;1
608;;0
609;;0
610;;0
611;;-1
612;;0
613;;-1
614;;0
615;;1
616;;0
617;;-1
618;;1
619;;-1
620;;-1
621;;0
622;;0
623;;0
624;;0
625;;1
626;;0
627;;-1
628;;-1
629;;1
630;;-1
631;;-1
632;;-1
633;;-1
634;;0
635;;-1
636;;0
637;;0
638;;-1
639;;0
640;;0
641;;-1
642;;-1
643;;-1
644;;-1
645;;0
646;;1
647;;-1
648;;1
649;;0
650;;1
651;;0
652;;0
653;;0
654;;-1
655;;-1
656;;0
657;;-1
658;;0
659;;-1
660;;-1
661;;-1
662;;1
663;;0
664;;-1
665;;1
666;;0
667;;-1
668;;-1
669;;0
670;;-1
671;;-1
672;;1
673;;-1
674;;-1
675;;0
676;;-1
677;;1
678;;-1
679;;1
680;;-1
681;;1
682;;-1
683;;0
684;;-1
685;;-1
686;;-1
687;;-1
688;;0
689;;-1
690;;-1
691;;-1
692;;-1
693;;0
694;;-1
695;;0
696;;1
697;;1
698;;0
699;;-1
700;;0
701;;-1
702;;-1
703;;-1
704;;0
705;;0
706;;0
707;;-1
708;;0
709;;0
710;;0
711;;0
712;;1
713;;0
714;;1
715;;-1
716;;-1
717;;1
718;;-1
719;;1
720;;1
721;;1
722;;-1
723;;-1
724;;-1
725;;1
726;;0
727;;0
728;;0
729;;1
730;;-1
731;;-1
732;;1
733;;-1
734;;-1
735;;0
736;;-1
737;;-1
738;;-1
739;;1
740;;0
741;;-1
742;;-1
743;;0
744;;0
745;;1
746;;-1
747;;1
748;;1
749;;-1
750;;0
751;;0
752;;-1
753;;-1
754;;1
755;;-1
756;;-1
757;;-1
758;;1
759;;-1
760;;1
761;;-1
762;;1
763;;0
764;;0
765;;-1
766;;-1
767;;0
768;;-1
769;;-1
770;;0
771;;1
772;;-1
773;;-1
774;;1
775;;-1
776;;-1
777;;0
778;;-1
779;;-1
780;;1
781;;0
782;;0
783;;1
784;;0
785;;-1
786;;-1
787;;1
788;;0
789;;1
790;;-1
791;;0
792;;-1
793;;-1
794;;1
795;;0
796;;-1
797;;1
798;;-1
799;;-1
800;;-1
801;;-1
802;;-1
803;;0
804;;-1
805;;0
806;;-1
807;;-1
808;;0
809;;0
810;;-1
811;;0
812;;0
813;;-1
814;;0
815;;0
816;;0
817;;0
818;;0
819;;-1
820;;1
821;;-1
822;;1
823;;1
824;;1
825;;0
826;;-1
827;;0
828;;0
829;;-1
830;;0
831;;-1
832;;1
833;;0
834;;1
835;;-1
836;;-1
837;;-1
838;;-1
839;;1
840;;-1
841;;1
842;;0
843;;0
844;;0
845;;-1
846;;0
847;;-1
848;;-1
849;;0
850;;-1
851;;-1
852;;0
853;;0
854;;-1
855;;-1
856;;-1
857;;-1
858;;-1
859;;-1
860;;0
861;;0
862;;-1
863;;1
864;;-1
865;;-1
866;;0
867;;1
868;;0
869;;1
870;;-1
871;;-1
872;;-1
873;;1
874;;-1
875;;0
876;;0
877;;1
878;;1
879;;1
880;;0
881;;-1
882;;1
883;;0
884;;-1
885;;-1
886;;0
887;;0
888;;0
889;;1
890;;0
891;;-1
892;;0
893;;1
894;;1
895;;-1
896;;0
897;;-1
898;;0
899;;-1
900;;-1
901;;0
902;;0
903;;1
904;;-1
905;;-1
906;;0
907;;0
908;;-1
909;;0
910;;-1
911;;-1
912;;0
913;;0
914;;0
915;;-1
916;;0
917;;-1
918;;0
919;;-1
920;;-1
921;;-1
922;;0
923;;-1
924;;-1
925;;-1
926;;-1
927;;0
928;;-1
929;;-1
930;;-1
931;;-1
932;;0
933;;0
934;;-1
935;;-1
936;;-1
937;;1
938;;0
939;;0
940;;-1
941;;-1
942;;-1
943;;1
944;;1
945;;-1
946;;-1
947;;0
948;;1
